ExecutionId,CycleName,FolderName,"Issue Key","Test Summary",Project,Component,Version,Priority,"Executed By","Executed On",ExecutionStatus,ExecutionDefects,CreationDate,"Assigned To","Custom Fields","Work Flow Status","Total Execution Time","Total Logged Time",StepId,OrderId,Step,"Test Data","Expected Result","Step Result",Comments,"Step Custom Fields"
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,f3db0193-f66b-4467-8ca5-5568bcadaa0f,13,"Select your profile","Student profile","profile displayed",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,3ddce15f-dfb8-4a98-9634-ea0aa0298bb3,14,"Notify by mail on new invitation received","once a day","select your dropdown displayed",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,a6f53881-5e6e-4b60-912b-b8053dff6be3,15,"Notify by mail on new personal message received","upon reception","select your dropdown displayed",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,e937d7a5-b88a-42bb-8c92-7e05f72b1841,16,"Notify by mail on new group message received","upon reception","select your dropdown displayed",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,0f05a98d-2a13-4cac-be31-e62d78dd9aeb,17,"Click on Registration button",,"Registration successfull",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,89114ddb-b789-4b02-8c76-90ccac0a2b74,18,"click on Compose after login",,"Compose page opened",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,fbc840ca-5845-4904-b3d5-50ecb23bf89e,19,"Enter the email who will receive the mail",ramakrishna@gmail.com,"Taken the given data",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,af01f041-a615-4254-b6bc-ea2b4c1a8114,20,"Enter the subject",subject,"what you written the data  taken",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,9e2d90ea-a58c-4556-9ae0-c46d957c9282,21,"Enter the Message in message box","type char number anything you want","Given the data taken",PASS,,
576dfd3b-3a9b-4b41-b836-91d4b97561ec,"Ad hoc",,CS-4,"Checking Signin e learning application",Casestudy1,,Unscheduled,Medium,Raju,"10-20-2022 21:24:54",PASS,,"10-20-2022 21:21:55",,,,,,7e7df473-a1e5-41b1-8604-f66a476cc2f8,22,"click on Send  message",,"Message send successfully",PASS,,
